Fecha,PANIC_INDEX,MEDIA_HYPE_INDEX,FAKE_NEWS_INDEX,SENTIMENT_INDEX,Futuros,Precio Interno ($/125 Kg),TRM
2020-07-06,4.97,69.3,9.65,-29.21,97.2,954000.0,3645.9
2020-07-05,4.28,71.66,0.53,-26.18,,995000.0,3645.9
2020-07-04,8.19,60.84,1.2,-25.01,,995000.0,3645.9
2020-07-03,2.07,51.15,0.49,-17.25,,995000.0,3660.18
2020-07-02,3.09,50.75,0.32,-7.34,102.25,994000.0,3723.67
2020-07-01,4.36,51.45,1.04,-3.05,103.05,1020000.0,3756.28
2020-06-30,1.79,48.98,0.89,-2.39,100.05,1006000.0,3758.91
2020-06-29,13.85,54.39,0.0,-5.79,98.65,997000.0,3758.91
2020-06-28,2.14,44.16,0.78,-5.62,,970000.0,3758.91
2020-06-27,3.71,40.05,0.16,-6.05,,970000.0,3758.91
2020-06-26,2.19,43.17,0.3,-5.52,95.65,970000.0,3735.93
2020-06-25,6.07,53.33,0.7,-22.01,94.85,958000.0,3722.27
2020-06-24,9.81,78.16,0.41,-22.88,96.65,972000.0,3706.06
2020-06-23,5.26,48.56,1.32,-14.84,96.25,968000.0,3733.27
2020-06-22,5.95,47.62,1.19,-12.79,95.95,976000.0,3733.27
2020-06-21,4.87,50.19,1.87,-9.22,,960000.0,3733.27
2020-06-20,5.91,53.32,0.74,-9.35,,960000.0,3733.27
2020-06-19,2.32,48.49,2.32,-15.86,93.75,960000.0,3760.22
2020-06-18,4.48,51.27,0.36,-6.96,94.6,966000.0,3749.03
2020-06-17,7.33,54.55,1.03,-10.38,96.25,974000.0,3741.88
2020-06-16,2.89,53.68,0.26,-8.61,93.65,952000.0,3758.15
2020-06-15,8.22,60.27,0.34,-9.58,94.0,960000.0,3758.15
2020-06-14,2.89,50.0,7.51,-9.73,,968000.0,3758.15
2020-06-13,4.72,59.03,0.14,-10.14,,968000.0,3758.15
2020-06-12,1.45,44.28,0.48,-5.88,95.2,968000.0,3746.46
2020-06-11,3.1,53.64,1.5,-5.19,96.0,971000.0,3674.81
2020-06-10,5.45,60.96,0.96,-5.49,96.75,950000.0,3643.02
2020-06-09,1.34,60.3,0.9,-6.54,97.8,955000.0,3599.0
2020-06-08,4.44,54.81,10.37,-6.72,98.9,950000.0,3565.06
2020-06-07,8.02,61.79,6.6,-7.01,,940000.0,3565.06
2020-06-06,3.33,58.07,0.83,-5.19,,940000.0,3565.06
2020-06-05,3.18,47.93,0.16,-3.48,98.9,940000.0,3597.47
2020-06-04,2.25,44.26,0.47,0.51,98.15,939000.0,3588.89
2020-06-03,6.48,63.08,2.08,6.77,99.1,950000.0,3651.42
2020-06-02,7.33,65.4,0.81,4.92,98.2,951000.0,3716.35
2020-06-01,60.54,85.22,0.26,4.43,98.3,975000.0,3718.82
2020-05-31,2.64,68.68,0.75,-0.55,,962000.0,3718.82
2020-05-30,6.13,64.29,0.66,-5.21,,962000.0,3718.82
2020-05-29,4.51,65.1,0.29,-11.67,96.3,962000.0,3723.42
2020-05-28,4.34,54.81,0.0,-17.03,99.1,975000.0,3743.79
2020-05-27,4.02,69.81,0.77,-24.55,102.5,1010000.0,3725.56
2020-05-26,2.06,56.93,0.0,-27.79,105.1,1029000.0,3782.66
2020-05-25,2.17,40.43,1.08,-27.22,,1030000.0,3782.66
2020-05-24,24.93,70.82,0.57,-24.43,,1030000.0,3782.66
2020-05-23,1.88,59.54,1.48,-22.59,,1030000.0,3782.66
2020-05-22,3.06,46.59,1.06,-23.77,103.6,1030000.0,3774.25
2020-05-21,2.67,67.14,0.47,-25.74,104.75,1038000.0,3804.12
2020-05-20,6.48,62.15,0.0,-17.26,105.65,1056000.0,3824.3
2020-05-19,5.03,57.14,0.66,-18.55,107.05,1074000.0,3851.07
2020-05-18,10.2,54.76,1.36,-11.27,105.7,1084000.0,3926.06
2020-05-17,7.71,72.03,2.64,-16.58,,1094000.0,3926.06
2020-05-16,2.37,63.35,0.38,-17.73,,1094000.0,3926.06
2020-05-15,2.85,57.87,1.38,-22.38,104.8,1094000.0,3947.79
2020-05-14,2.77,56.03,0.63,-31.99,104.9,1101000.0,3901.3
2020-05-13,7.27,59.53,0.88,-21.58,103.55,1080000.0,3880.48
2020-05-12,2.65,57.06,0.88,-17.32,105.6,1090000.0,3901.34
2020-05-11,13.38,75.18,2.92,-24.15,108.95,1121000.0,3882.27
2020-05-10,30.46,78.83,0.17,-23.16,,1127000.0,3882.27
2020-05-09,5.62,60.57,1.76,-23.88,,1127000.0,3882.27
2020-05-08,2.21,61.73,0.96,-16.8,110.1,1127000.0,3924.54
2020-05-07,6.04,47.38,1.33,-9.78,107.45,1115000.0,3961.66
2020-05-06,3.08,58.7,0.94,-21.65,109.35,1139000.0,3926.07
2020-05-05,3.7,54.65,1.01,-20.14,108.85,1130000.0,3990.1
2020-05-04,3.91,31.84,0.56,-23.03,105.55,1118000.0,3932.72
2020-05-03,8.62,67.38,0.31,-20.33,,1102000.0,3932.72
2020-05-02,13.1,61.93,0.49,-21.28,,1102000.0,3932.72
2020-05-01,2.86,65.59,0.28,-20.89,104.45,1102000.0,3932.72
2020-04-30,6.38,64.64,0.41,-23.84,104.65,1105000.0,3983.29
2020-04-29,10.93,72.06,0.4,-21.91,103.65,1090000.0,4046.04
2020-04-28,8.72,66.43,0.71,-13.54,105.7,1140000.0,4039.83
2020-04-27,2.16,68.1,0.86,-14.64,104.6,1133000.0,4039.87
2020-04-26,5.56,61.62,1.52,-15.48,,1132000.0,4039.87
2020-04-25,2.04,65.6,1.02,-13.11,,1132000.0,4039.87
2020-04-24,5.56,69.02,0.53,-10.07,105.2,1132000.0,4020.94
2020-04-23,5.88,67.2,0.8,-5.91,111.05,1172000.0,4037.95
2020-04-22,1.38,53.02,0.42,-3.47,110.6,1171000.0,4045.01
2020-04-21,1.78,57.47,0.73,-12.61,109.65,1185000.0,3967.76
2020-04-20,6.02,70.3,0.75,-11.42,113.65,1172000.0,3973.06
2020-04-19,5.21,77.08,1.56,-10.05,,1180000.0,3973.06
2020-04-18,3.88,66.47,0.8,-8.89,,1180000.0,3973.06
2020-04-17,3.11,59.96,2.93,-7.86,116.05,1180000.0,3942.92
2020-04-16,9.25,55.28,0.91,-10.18,118.6,1215000.0,3920.83
2020-04-15,5.16,59.91,1.47,-9.18,120.2,1210000.0,3858.21
2020-04-14,1.87,44.54,0.57,-4.82,117.2,1165000.0,3870.31
2020-04-13,9.33,65.28,0.0,-6.23,119.75,1192000.0,3886.79
2020-04-12,4.98,64.68,2.99,-6.68,,1190000.0,3886.79
2020-04-11,4.17,55.47,1.79,-4.76,,1190000.0,3886.79
2020-04-10,3.71,57.5,0.78,-4.1,,1190000.0,3886.79
2020-04-09,6.03,48.72,0.78,-8.56,118.6,1190000.0,3886.79
2020-04-08,8.48,57.38,1.98,-10.92,119.8,1200000.0,3910.15
2020-04-07,3.24,42.8,0.52,-12.97,119.9,1203000.0,3978.38
2020-04-06,9.71,62.62,0.49,-0.42,116.65,1200000.0,4008.78
2020-04-05,14.72,74.72,0.38,0.37,,1195000.0,4008.78
2020-04-04,10.09,75.43,0.43,-3.69,,1195000.0,4008.78
2020-04-03,12.44,60.29,4.55,2.19,114.9,1195000.0,4065.5
2020-04-02,4.53,53.64,1.99,11.38,119.35,1223000.0,4081.06
2020-04-01,8.81,60.49,1.22,6.78,116.0,1210000.0,4054.54
2020-03-31,4.39,54.34,1.16,0.75,119.55,1232000.0,4064.81
2020-03-30,14.76,69.52,0.95,-11.4,119.3,1230000.0,4042.8
2020-03-29,10.51,45.76,1.69,-9.2,,1186000.0,4042.8
2020-03-28,5.17,49.75,0.3,-8.07,,1186000.0,4042.8
2020-03-27,5.86,49.44,1.03,-12.73,115.85,1186000.0,3995.83
2020-03-26,5.09,51.76,1.33,-10.92,124.65,1245000.0,4086.34
2020-03-25,10.62,61.61,0.85,-14.87,129.95,1315000.0,4104.9
2020-03-24,12.67,71.14,1.17,-11.44,125.6,1300000.0,4079.96
2020-03-23,11.75,93.77,1.88,-6.58,121.25,1260000.0,4079.96
2020-03-22,6.63,75.45,9.14,-1.03,,1250000.0,4079.96
2020-03-21,13.63,60.28,0.85,1.01,,1250000.0,4079.96
2020-03-20,5.19,61.62,1.04,2.94,119.7,1250000.0,4153.91
2020-03-19,6.56,52.36,0.61,-3.25,116.65,1200000.0,4128.38
2020-03-18,4.43,67.5,1.09,2.26,108.05,1177000.0,4044.55
2020-03-17,11.95,50.18,2.39,-2.15,102.9,1085000.0,4099.93
2020-03-16,34.32,76.3,2.72,-3.37,103.9,1120000.0,3941.92
2020-03-15,26.37,85.41,2.49,-7.51,,1130000.0,3941.92
2020-03-14,11.15,56.76,1.24,-4.4,,1130000.0,3941.92
2020-03-13,11.69,44.43,0.19,-3.77,107.05,1130000.0,4034.66
2020-03-12,1.65,31.32,0.0,-6.56,109.15,1145000.0,3835.15
2020-03-11,4.66,23.91,0.15,-7.62,111.55,1120000.0,3780.39
2020-03-10,4.24,29.01,0.13,-1.96,114.25,1100000.0,3803.6
2020-03-09,2.23,56.19,1.24,-1.8,108.95,1075000.0,3584.58
2020-03-08,4.38,56.68,0.92,-1.82,,995000.0,3584.58
2020-03-07,2.76,22.62,0.14,-1.08,,995000.0,3584.58
2020-03-06,0.89,13.13,0.22,-0.35,105.6,995000.0,3522.41
2020-03-05,1.86,13.71,0.55,2.3,109.85,1010000.0,3458.45
2020-03-04,0.84,18.04,0.11,2.24,117.15,1043000.0,3455.56
2020-03-03,2.38,15.4,0.63,-0.94,121.05,1065000.0,3512.17
2020-03-02,1.53,10.71,0.51,-2.27,114.65,1020000.0,3539.86
2020-03-01,6.07,10.93,3.64,-2.06,,1014000.0,3539.86
2020-02-29,7.28,13.76,0.0,-2.12,,1014000.0,3539.86
2020-02-28,6.32,13.34,0.1,-2.87,110.1,1014000.0,3507.11
2020-02-27,5.68,10.25,0.25,-1.01,108.2,997000.0,3441.88
2020-02-26,0.14,2.75,0.0,0.98,109.1,990000.0,3425.22
2020-02-25,0.42,3.06,0.0,3.0,107.1,968000.0,3431.6
2020-02-24,1.77,2.65,0.0,2.9,105.9,955000.0,3398.05
2020-02-23,0.5,1.99,0.0,1.01,,965000.0,3398.05
2020-02-22,0.49,5.87,0.0,0.65,,965000.0,3398.05
2020-02-21,0.37,3.59,0.0,-0.96,108.85,965000.0,3403.5
2020-02-20,0.57,7.18,0.0,-2.86,103.6,907000.0,3400.98
2020-02-19,0.61,9.78,0.0,-4.3,106.8,930000.0,3410.24
2020-02-18,1.92,4.61,0.0,1.37,106.55,930000.0,3378.29
2020-02-17,1.49,4.46,0.5,-2.96,,942000.0,3378.29
2020-02-16,0.81,4.07,0.0,-2.83,,942000.0,3378.29
2020-02-15,0.28,9.07,1.12,-1.44,,942000.0,3378.29
2020-02-14,0.23,3.5,0.0,-1.35,109.1,942000.0,3385.11
2020-02-13,1.02,2.79,0.0,-1.05,104.45,890000.0,3394.8
2020-02-12,0.26,7.33,0.0,1.27,100.65,863000.0,3432.89
2020-02-11,0.77,7.4,0.0,-0.93,100.5,870000.0,3440.96
2020-02-10,1.08,10.75,0.0,1.64,100.3,865000.0,3408.35
2020-02-09,0.53,6.95,0.53,1.55,,845000.0,3408.35
2020-02-08,2.02,6.49,0.0,1.51,,845000.0,3408.35
2020-02-07,0.67,5.45,0.0,1.86,98.35,845000.0,3378.43
2020-02-06,1.38,6.7,0.0,0.02,98.15,825000.0,3355.44
2020-02-05,0.65,6.27,0.22,-1.29,97.75,813000.0,3368.87
2020-02-04,0.16,5.54,0.16,-1.28,98.15,815000.0,3401.56
2020-02-03,0.62,3.11,0.62,-1.45,97.9,820000.0,3423.24
2020-02-02,1.09,4.38,0.0,-1.2,,850000.0,3423.24
2020-02-01,0.81,4.73,0.14,-1.42,,850000.0,3423.24
2020-01-31,0.86,3.85,0.11,-1.42,102.65,850000.0,3411.45
2020-01-30,0.13,1.74,0.0,-2.41,101.5,835000.0,3395.1
2020-01-29,0.0,1.62,0.0,-3.98,102.05,830000.0,3392.6
2020-01-28,0.0,2.23,0.0,-2.75,105.05,849000.0,3398.4
2020-01-27,0.61,3.07,0.0,-3.18,106.6,863000.0,3366.01
2020-01-26,1.14,1.14,0.0,-3.47,,875000.0,3366.01
2020-01-25,1.12,2.08,0.48,-3.2,,875000.0,3366.01
2020-01-24,0.14,1.87,0.0,-2.97,110.15,875000.0,3353.76
2020-01-23,0.0,1.47,0.0,0.0,112.6,890000.0,3337.77
2020-01-22,0.0,1.83,0.0,0.0,111.0,866000.0,3347.91
2020-01-21,0.15,2.2,0.0,0.0,111.05,872000.0,3320.77
2020-01-20,0.0,0.0,0.0,0.0,,870000.0,3320.77
2020-01-19,0.0,0.45,0.0,0.0,,870000.0,3320.77
2020-01-18,0.0,0.0,0.0,0.0,,870000.0,3320.77
2020-01-17,0.0,0.0,0.0,0.0,112.15,870000.0,3313.4
2020-01-16,0.0,0.0,0.0,0.0,112.95,872000.0,3296.74
2020-01-15,0.0,0.0,0.0,0.0,114.3,874000.0,3278.83
2020-01-14,0.0,0.0,0.0,0.0,114.9,875000.0,3288.05
2020-01-13,0.0,0.0,0.0,0.0,114.55,867000.0,3272.62
2020-01-12,0.0,0.0,0.0,0.0,,895000.0,3272.62
2020-01-11,0.0,0.0,0.0,0.0,,895000.0,3272.62
2020-01-10,0.14,0.14,0.0,0.0,118.95,895000.0,3253.89
2020-01-09,0.0,0.0,0.0,0.0,117.35,880000.0,3254.42
2020-01-08,0.0,0.0,0.0,0.0,119.15,890000.0,3264.26
2020-01-07,0.0,0.0,0.0,0.0,122.4,918000.0,3262.05
2020-01-06,0.0,0.0,0.0,0.0,122.15,910000.0,3262.05
2020-01-05,0.0,0.0,0.0,0.0,,,3262.05
2020-01-04,0.0,0.0,0.0,0.0,,,3262.05
2020-01-03,0.0,0.0,0.0,0.0,126.35,940000.0,3258.84
2020-01-02,0.0,0.0,0.0,0.0,127.1,945000.0,3277.14
2020-01-01,0.0,0.0,0.0,0.0,,975000.0,3277.14
