"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"28.09.2017","128,50","129,45","129,70","127,50","15,67K","-0,66%"
"27.09.2017","129,35","131,95","132,15","129,00","17,14K","-2,19%"
"26.09.2017","132,25","131,55","133,65","130,85","14,98K","0,53%"
"25.09.2017","131,55","133,65","133,70","131,35","16,95K","-2,16%"
"22.09.2017","134,45","135,80","136,20","134,05","18,15K","-0,41%"
"21.09.2017","135,00","136,20","136,20","133,65","13,40K","-1,14%"
"20.09.2017","136,55","135,35","137,45","132,90","25,87K","1,94%"
"19.09.2017","133,95","133,95","133,95","133,95","0,00K","-3,60%"
"18.09.2017","138,95","141,35","141,35","139,45","0,01K","-0,75%"
"15.09.2017","140,00","139,25","140,15","139,25","0,01K","3,05%"
"14.09.2017","135,85","137,00","137,25","137,00","0,01K","-0,55%"
"13.09.2017","136,60","134,60","136,40","133,55","0,01K","2,09%"
"12.09.2017","133,80","132,75","132,75","132,75","0,01K","2,45%"
"11.09.2017","130,60","129,65","129,65","128,75","0,00K","0,93%"
"08.09.2017","129,40","129,40","129,40","129,40","0,00K","1,17%"
"07.09.2017","127,90","126,35","128,40","125,95","0,01K","1,03%"
"06.09.2017","126,60","127,50","127,50","127,50","0,00K","0,08%"
"05.09.2017","126,50","126,50","126,50","126,50","0,01K","-0,98%"
"01.09.2017","127,75","128,90","128,90","128,30","0,00K","-0,31%"
"31.08.2017","128,15","127,50","127,50","127,50","0,01K","0,95%"
"30.08.2017","126,95","127,85","127,85","125,75","0,07K","-0,27%"
"29.08.2017","127,30","130,15","130,15","127,15","0,07K","-2,00%"
"28.08.2017","129,90","130,45","131,00","129,55","0,01K","-0,23%"
"25.08.2017","130,20","128,00","130,00","126,95","0,05K","2,76%"
"24.08.2017","126,70","126,30","127,20","125,90","0,11K","0,36%"
"23.08.2017","126,25","126,80","127,50","126,10","0,91K","0,32%"
"22.08.2017","125,85","126,50","127,00","125,50","6,83K","-0,44%"
"21.08.2017","126,40","128,45","128,95","126,00","11,29K","-1,29%"
"18.08.2017","128,05","129,00","129,35","126,75","6,65K","-0,31%"
"17.08.2017","128,45","131,35","131,50","127,50","7,94K","-1,91%"
"16.08.2017","130,95","132,85","133,55","130,00","12,34K","-0,80%"
"15.08.2017","132,00","137,00","137,00","131,55","16,66K","-3,61%"
"14.08.2017","136,95","139,55","139,85","136,35","21,08K","-2,39%"
"11.08.2017","140,30","138,50","140,80","136,85","25,76K","1,30%"
"10.08.2017","138,50","142,35","143,40","137,70","30,39K","-2,91%"
"09.08.2017","142,65","142,00","143,40","140,25","27,50K","-0,07%"
"08.08.2017","142,75","142,05","143,75","141,90","21,92K","0,49%"
"07.08.2017","142,05","139,70","142,80","139,50","23,80K","1,36%"
"04.08.2017","140,15","139,60","141,50","139,10","19,41K","-0,04%"
"03.08.2017","140,20","140,70","141,55","138,80","17,20K","-0,11%"
"02.08.2017","140,35","138,00","141,20","137,45","18,29K","1,81%"
"01.08.2017","137,85","139,25","139,55","135,75","20,53K","-1,01%"
"31.07.2017","139,25","137,30","139,35","137,05","16,31K","1,02%"
"28.07.2017","137,85","135,65","138,90","134,90","18,83K","1,40%"
"27.07.2017","135,95","135,10","136,65","134,10","18,31K","0,85%"
"26.07.2017","134,80","130,60","135,20","129,85","22,25K","3,22%"
"25.07.2017","130,60","133,00","133,20","129,35","19,42K","-1,47%"
"24.07.2017","132,55","135,55","135,80","132,40","24,69K","-2,93%"
"21.07.2017","136,55","135,05","136,85","134,80","15,85K","1,15%"
"20.07.2017","135,00","135,10","135,80","134,15","14,11K","2,90%"
"19.07.2017","131,20","132,30","132,30","132,00","0,01K","-0,53%"
"18.07.2017","131,90","131,90","131,90","131,90","-","0,27%"
"17.07.2017","131,55","131,55","131,55","131,55","-","-0,11%"
"14.07.2017","131,70","131,70","131,70","131,70","-","1,82%"
"13.07.2017","129,35","129,35","129,35","129,35","-","2,66%"
"12.07.2017","126,00","125,00","125,25","125,00","0,00K","1,25%"
"11.07.2017","124,45","126,85","126,85","125,00","0,00K","-1,43%"
"10.07.2017","126,25","127,70","127,75","126,00","0,01K","-0,24%"
"07.07.2017","126,55","126,55","126,55","126,55","0,03K","-0,16%"
"06.07.2017","126,75","126,75","126,75","126,75","-","-0,71%"
"05.07.2017","127,65","126,25","128,65","126,25","0,01K","1,43%"
"03.07.2017","125,85","125,85","125,85","125,85","0,00K","1,45%"
"30.06.2017","124,05","124,05","125,00","124,00","0,02K","-0,56%"
"29.06.2017","124,75","124,10","125,35","123,30","0,03K","1,63%"
"28.06.2017","122,75","123,45","123,45","121,90","0,02K","0,00%"
"27.06.2017","122,75","122,50","123,60","122,50","0,05K","0,66%"
"26.06.2017","121,95","121,60","122,95","121,60","0,04K","1,67%"
"23.06.2017","119,95","115,10","120,25","115,10","0,04K","5,73%"
"22.06.2017","113,45","119,65","119,90","113,00","0,35K","-4,94%"
"21.06.2017","119,35","121,95","122,15","119,15","5,11K","-2,13%"
"20.06.2017","121,95","123,70","124,05","120,80","6,96K","-1,81%"
"19.06.2017","124,20","123,80","124,55","123,20","13,68K","0,53%"
"16.06.2017","123,55","126,05","127,10","123,00","11,63K","-1,79%"
"15.06.2017","125,80","126,25","127,65","125,60","16,56K","0,20%"
"14.06.2017","125,55","126,50","127,90","125,30","26,16K","-0,67%"
"13.06.2017","126,40","127,50","128,20","125,75","21,45K","-0,94%"
"12.06.2017","127,60","127,55","129,10","126,75","36,63K","0,83%"
"09.06.2017","126,55","126,50","128,75","126,40","30,11K","0,16%"
"08.06.2017","126,35","126,15","126,75","125,35","18,54K","0,48%"
"07.06.2017","125,75","126,05","126,80","125,45","20,00K","0,16%"
"06.06.2017","125,55","129,20","129,60","125,45","19,62K","-2,26%"
"05.06.2017","128,45","126,05","129,45","125,70","18,09K","2,31%"
"02.06.2017","125,55","128,00","128,15","125,25","22,41K","-1,68%"
"01.06.2017","127,70","129,50","130,00","127,50","18,10K","-1,28%"
"31.05.2017","129,35","132,10","133,40","128,30","24,55K","-2,08%"
"30.05.2017","132,10","130,65","132,75","130,50","13,11K","0,69%"
"26.05.2017","131,20","129,50","132,20","128,60","17,48K","1,47%"
"25.05.2017","129,30","128,55","130,00","127,15","20,47K","0,58%"
"24.05.2017","128,55","130,40","130,70","128,00","12,88K","-1,31%"
"23.05.2017","130,25","130,60","131,70","129,90","9,20K","-0,27%"
"22.05.2017","130,60","132,10","133,00","129,55","12,04K","-1,14%"
"19.05.2017","132,10","128,95","133,40","128,95","17,92K","3,69%"
"18.05.2017","127,40","129,20","129,20","127,70","0,00K","-3,63%"
"17.05.2017","132,20","132,20","132,20","132,20","-","2,28%"
"16.05.2017","129,25","129,25","129,25","129,25","0,00K","-1,52%"
"15.05.2017","131,25","131,25","131,25","131,25","-","-1,02%"
"12.05.2017","132,60","132,60","132,60","132,60","-","0,53%"
"11.05.2017","131,90","131,90","131,90","131,90","-","-1,79%"
"10.05.2017","134,30","134,30","134,30","134,30","-","1,13%"
"09.05.2017","132,80","132,80","132,80","132,80","0,00K","-1,30%"
"08.05.2017","134,55","134,55","134,55","134,55","-","1,09%"
"05.05.2017","133,10","132,90","133,00","132,40","0,01K","0,30%"
"04.05.2017","132,70","132,70","132,70","132,70","-","-1,70%"
"03.05.2017","135,00","134,00","134,00","134,00","0,01K","0,75%"
"02.05.2017","134,00","134,10","134,10","132,75","0,01K","0,30%"
"01.05.2017","133,60","134,65","135,00","134,65","0,01K","1,95%"
"28.04.2017","131,05","127,45","127,55","126,70","0,03K","3,11%"
"27.04.2017","127,10","128,45","128,45","127,65","0,00K","-0,82%"
"26.04.2017","128,15","130,70","130,70","129,00","0,04K","-1,35%"
"25.04.2017","129,90","129,55","130,55","129,45","0,03K","0,31%"
"24.04.2017","129,50","130,45","131,30","129,10","0,35K","-0,27%"
"21.04.2017","129,85","132,00","132,20","128,80","0,20K","-1,37%"
"20.04.2017","131,65","139,55","140,00","131,35","0,48K","-4,60%"
"19.04.2017","138,00","142,65","143,70","137,25","7,80K","-3,43%"
"18.04.2017","142,90","140,70","143,35","139,75","20,38K","1,28%"
"17.04.2017","141,10","139,10","141,55","138,55","12,01K","1,58%"
"13.04.2017","138,90","138,50","140,10","138,50","19,47K","0,43%"
"12.04.2017","138,30","140,35","142,00","137,60","27,29K","-1,36%"
"11.04.2017","140,20","139,85","140,65","139,35","33,82K","0,25%"
"10.04.2017","139,85","140,00","141,15","139,05","24,41K","-0,14%"
"07.04.2017","140,05","138,00","140,30","136,60","23,28K","1,67%"
"06.04.2017","137,75","137,30","138,95","137,10","17,19K","0,33%"
"05.04.2017","137,30","138,50","139,25","137,00","19,50K","-0,33%"
"04.04.2017","137,75","137,85","138,50","136,25","22,09K","-0,07%"
"03.04.2017","137,85","138,80","142,80","137,50","23,93K","-1,04%"
"31.03.2017","139,30","139,35","140,05","137,90","13,61K","0,00%"
"30.03.2017","139,30","139,30","140,05","138,60","9,23K","0,00%"
"29.03.2017","139,30","138,80","140,30","137,55","10,79K","0,32%"
"28.03.2017","138,85","139,30","139,65","137,75","10,71K","-0,25%"
"27.03.2017","139,20","137,20","139,35","136,20","21,09K","1,16%"
"24.03.2017","137,60","140,05","140,30","137,10","19,24K","-2,06%"
"23.03.2017","140,50","141,50","141,85","139,55","12,48K","-0,85%"
"22.03.2017","141,70","144,45","144,45","141,15","13,29K","-1,25%"
"21.03.2017","143,50","144,70","144,70","144,70","0,00K","-0,35%"
"20.03.2017","144,00","144,00","144,00","144,00","0,01K","2,27%"
"17.03.2017","140,80","140,45","140,45","140,45","0,00K","0,75%"
"16.03.2017","139,75","138,55","141,10","138,55","0,01K","0,40%"
"15.03.2017","139,20","139,20","139,20","139,20","0,00K","-0,29%"
"14.03.2017","139,60","140,75","140,75","139,90","0,02K","-0,64%"
"13.03.2017","140,50","137,45","138,80","137,40","0,00K","0,61%"
"10.03.2017","139,65","139,65","139,65","139,65","-","0,65%"
"09.03.2017","138,75","139,20","139,60","139,00","0,01K","-0,93%"
"08.03.2017","140,05","140,05","140,05","140,05","-","0,76%"
"07.03.2017","139,00","139,75","139,75","138,90","0,02K","-0,47%"
"06.03.2017","139,65","139,60","139,60","139,60","0,00K","-1,13%"
"03.03.2017","141,25","142,60","142,75","140,80","0,01K","-0,67%"
"02.03.2017","142,20","143,25","143,30","143,25","0,00K","-0,32%"
"01.03.2017","142,65","140,20","141,00","140,10","0,01K","1,39%"
"28.02.2017","140,70","139,70","140,70","138,60","0,05K","1,15%"
"27.02.2017","139,10","144,00","144,00","140,00","0,05K","-3,67%"
"24.02.2017","144,40","148,45","148,45","143,65","0,11K","-2,33%"
"23.02.2017","147,85","149,50","150,60","148,45","0,06K","-0,90%"
"22.02.2017","149,20","150,10","151,40","148,95","0,09K","-0,76%"
"21.02.2017","150,35","149,20","150,90","148,35","0,17K","1,73%"
"17.02.2017","147,80","146,70","148,70","145,20","0,39K","1,03%"
"16.02.2017","146,30","145,00","146,65","145,00","7,55K","1,25%"
"15.02.2017","144,50","143,25","145,05","142,10","13,23K","0,59%"
"14.02.2017","143,65","144,75","145,80","142,50","12,86K","-0,42%"
"13.02.2017","144,25","145,75","146,00","143,50","14,47K","-1,03%"
"10.02.2017","145,75","145,05","146,85","144,80","20,34K","0,38%"
"09.02.2017","145,20","143,40","145,70","142,85","25,43K","1,61%"
"08.02.2017","142,90","143,00","144,25","141,70","23,55K","0,21%"
"07.02.2017","142,60","144,30","144,50","142,55","23,27K","-1,11%"
"06.02.2017","144,20","146,00","146,90","143,95","20,01K","-1,40%"
"03.02.2017","146,25","145,20","147,70","144,70","21,08K","0,21%"
"02.02.2017","145,95","150,15","151,25","145,70","23,90K","-2,80%"
"01.02.2017","150,15","149,55","151,70","147,55","26,43K","0,40%"
"31.01.2017","149,55","151,00","152,50","146,60","25,98K","-1,06%"
"30.01.2017","151,15","151,70","152,05","149,70","14,83K","-0,82%"
"27.01.2017","152,40","151,25","153,40","150,25","11,56K","0,63%"
"26.01.2017","151,45","153,85","154,30","150,35","20,25K","-0,95%"
"25.01.2017","152,90","151,60","155,60","151,30","15,52K","0,36%"
"24.01.2017","152,35","154,15","156,95","151,80","18,77K","-1,96%"
"23.01.2017","155,40","153,00","156,75","152,90","17,90K","1,44%"
"20.01.2017","153,20","150,55","153,35","150,55","14,39K","1,63%"
"19.01.2017","150,75","149,25","151,45","148,55","12,14K","1,04%"
"18.01.2017","149,20","149,70","150,00","146,75","14,53K","-0,47%"
"17.01.2017","149,90","148,80","150,75","148,10","15,01K","0,40%"
"13.01.2017","149,30","149,05","149,90","147,35","17,43K","-0,20%"
"12.01.2017","149,60","149,30","151,60","148,55","15,86K","0,40%"
"11.01.2017","149,00","147,85","150,90","147,45","25,61K","0,88%"
"10.01.2017","147,70","144,25","147,90","144,15","17,52K","2,43%"
"09.01.2017","144,20","142,15","146,50","140,75","18,97K","0,95%"
"06.01.2017","142,85","143,50","144,50","142,05","11,49K","-0,63%"
"05.01.2017","143,75","142,00","145,45","141,75","19,97K","1,38%"
"04.01.2017","141,80","137,50","142,95","137,45","18,26K","3,20%"
"03.01.2017","137,40","137,80","139,05","134,40","16,21K","0,26%"
"30.12.2016","137,05","135,70","138,85","135,55","11,16K","1,18%"
"29.12.2016","135,45","133,50","138,35","133,15","13,39K","1,46%"
"28.12.2016","133,50","134,65","136,00","132,85","13,06K","-0,52%"
"27.12.2016","134,20","136,00","136,75","133,35","13,13K","-1,43%"
"23.12.2016","136,15","139,00","139,75","135,95","11,87K","-2,12%"
"22.12.2016","139,10","144,05","144,30","138,65","13,33K","-3,77%"
"21.12.2016","144,55","143,10","144,80","142,35","8,66K","0,49%"
"20.12.2016","143,85","145,00","145,25","142,35","9,79K","1,88%"
"19.12.2016","141,20","141,15","141,15","138,85","0,09K","2,17%"
"16.12.2016","138,20","138,85","139,00","138,85","0,01K","-0,07%"
"15.12.2016","138,30","136,80","136,80","136,80","0,00K","-1,39%"
"14.12.2016","140,25","140,25","140,25","140,25","-","0,97%"
"13.12.2016","138,90","139,70","139,75","139,30","0,01K","0,62%"
"12.12.2016","138,05","135,15","138,00","135,15","0,01K","1,84%"
"09.12.2016","135,55","135,55","135,55","135,55","-","-1,49%"
"08.12.2016","137,60","137,60","137,60","137,60","0,01K","-0,22%"
"07.12.2016","137,90","139,40","139,40","139,40","0,00K","-0,04%"
"06.12.2016","137,95","138,30","138,30","138,20","0,01K","-1,60%"
"05.12.2016","140,20","142,15","143,60","141,45","0,01K","-0,71%"
"02.12.2016","141,20","141,65","144,00","140,40","0,16K","-0,42%"
"01.12.2016","141,80","147,65","147,90","142,15","0,10K","-3,86%"
"30.11.2016","147,50","149,50","150,00","147,40","0,01K","-1,60%"
"29.11.2016","149,90","152,65","152,65","149,85","0,05K","-2,03%"
"28.11.2016","153,00","152,65","153,35","151,90","0,01K","0,46%"
"25.11.2016","152,30","154,95","154,95","151,40","0,06K","-1,52%"
"23.11.2016","154,65","156,90","157,25","154,40","0,17K","-1,65%"
"22.11.2016","157,25","158,40","159,55","157,10","0,13K","-0,88%"
"21.11.2016","158,65","158,25","159,50","155,00","0,49K","0,51%"
"18.11.2016","157,85","158,75","161,00","157,45","4,53K","-0,91%"
"17.11.2016","159,30","161,40","161,70","158,70","6,58K","-1,21%"
"16.11.2016","161,25","161,90","162,75","160,10","6,94K","-0,34%"
"15.11.2016","161,80","162,40","165,30","160,30","8,78K","0,00%"
"14.11.2016","161,80","159,00","162,65","157,45","21,38K","1,47%"
"11.11.2016","159,45","161,70","163,85","157,90","40,26K","-1,48%"
"10.11.2016","161,85","170,90","172,90","161,55","43,68K","-4,85%"
"09.11.2016","170,10","165,20","170,75","163,20","30,54K","1,55%"
"08.11.2016","167,50","175,00","176,00","167,25","45,15K","-3,93%"
"07.11.2016","174,35","170,00","175,65","170,00","32,20K","1,75%"
"04.11.2016","171,35","165,55","172,00","165,10","32,20K","3,44%"
"03.11.2016","165,65","163,05","166,60","163,00","23,39K","1,69%"
"02.11.2016","162,90","160,75","164,35","160,35","17,71K","0,90%"
"01.11.2016","161,45","163,25","165,40","161,15","26,17K","-1,64%"
"31.10.2016","164,15","164,25","165,85","163,00","21,56K","-0,82%"
"28.10.2016","165,50","165,10","166,90","163,45","18,39K","0,42%"
"27.10.2016","164,80","163,60","166,40","162,25","25,74K","0,67%"
"26.10.2016","163,70","163,40","165,75","163,20","26,67K","-0,49%"
"25.10.2016","164,50","158,65","164,75","158,35","34,33K","4,18%"
"24.10.2016","157,90","156,05","159,30","155,65","14,89K","1,15%"
"21.10.2016","156,10","155,60","157,45","155,10","15,00K","0,13%"
"20.10.2016","155,90","157,70","158,30","155,35","17,46K","-1,24%"
"19.10.2016","157,85","158,30","158,55","156,30","14,85K","-0,57%"
"18.10.2016","158,75","157,50","159,60","157,10","18,45K","1,05%"
"17.10.2016","157,10","154,90","157,35","154,55","14,56K","1,09%"
"14.10.2016","155,40","153,40","155,90","153,15","18,90K","1,77%"
"13.10.2016","152,70","152,30","153,70","151,65","17,62K","0,39%"
"12.10.2016","152,10","151,30","152,85","150,40","14,62K","0,86%"
"11.10.2016","150,80","152,85","153,20","150,50","17,64K","-1,34%"
"10.10.2016","152,85","148,20","153,45","148,05","22,89K","3,28%"
"07.10.2016","148,00","146,25","149,45","145,20","21,02K","1,09%"
"06.10.2016","146,40","148,50","148,85","146,10","15,44K","-1,21%"
"05.10.2016","148,20","148,00","151,15","147,70","16,37K","0,51%"
"04.10.2016","147,45","147,55","148,65","146,75","17,42K","-0,07%"
"03.10.2016","147,55","151,10","151,70","147,15","18,05K","-2,64%"
"30.09.2016","151,55","149,70","152,65","148,75","19,03K","0,93%"
"29.09.2016","150,15","153,85","154,95","149,90","17,63K","-1,93%"
"28.09.2016","153,10","153,90","154,60","151,00","17,44K","-0,39%"
"27.09.2016","153,70","153,25","154,35","151,50","13,96K","0,10%"
"26.09.2016","153,55","151,50","153,80","149,00","19,05K","1,42%"
"23.09.2016","151,40","154,25","154,75","151,30","21,69K","-2,48%"
"22.09.2016","155,25","156,55","160,90","154,70","24,15K","-0,83%"
"21.09.2016","156,55","156,60","158,80","156,00","21,55K","0,68%"
"20.09.2016","155,50","155,50","155,50","155,50","-","2,64%"
"19.09.2016","151,50","149,30","152,60","149,30","0,01K","2,99%"
"16.09.2016","147,10","147,35","147,60","147,35","0,01K","-0,34%"
"15.09.2016","147,60","148,20","148,20","148,20","0,01K","-0,14%"
"14.09.2016","147,80","147,00","147,45","147,00","0,01K","0,31%"
"13.09.2016","147,35","149,30","149,30","149,30","0,00K","-1,57%"
"12.09.2016","149,70","147,80","147,80","147,80","0,04K","-0,17%"
"09.09.2016","149,95","152,85","152,85","150,00","0,01K","-2,44%"
"08.09.2016","153,70","153,10","153,10","153,00","0,01K","-0,10%"
"07.09.2016","153,85","153,70","153,70","153,70","0,01K","0,92%"
"06.09.2016","152,45","151,90","152,15","150,35","0,01K","1,57%"
"02.09.2016","150,10","150,50","151,05","150,00","0,01K","0,00%"
"01.09.2016","150,10","150,75","151,40","150,45","0,01K","2,88%"
"31.08.2016","145,90","144,75","145,40","144,70","0,02K","0,79%"
"30.08.2016","144,75","144,60","144,70","142,30","0,02K","0,52%"
"29.08.2016","144,00","144,80","145,80","143,90","0,01K","0,07%"
"26.08.2016","143,90","144,70","146,15","142,35","0,06K","0,28%"
"25.08.2016","143,50","140,15","143,50","140,15","0,07K","0,95%"
"24.08.2016","142,15","145,80","145,80","141,50","0,34K","-2,17%"
"23.08.2016","145,30","144,25","145,60","142,75","0,21K","0,83%"
"22.08.2016","144,10","139,00","144,30","138,50","4,27K","3,82%"
"19.08.2016","138,80","138,45","139,90","137,45","6,07K","0,47%"
"18.08.2016","138,15","135,50","138,95","135,15","5,23K","2,30%"
"17.08.2016","135,05","137,30","137,40","134,90","8,29K","-1,71%"
"16.08.2016","137,40","136,75","137,90","136,35","8,63K","0,33%"
"15.08.2016","136,95","136,95","140,75","136,30","18,97K","0,07%"
