Fecha,Vol. Futuros,PI,MHI,FNI,SI
2022-05-05,1.6208550257438912,9.06,32.7,0.0,-12.54
2022-05-06,3.180066892892188,1.12,13.69,0.06,-9.93
2022-05-07,0.9266138395121856,0.24,16.44,0.12,-2.73
2022-05-08,0.1855891567469863,0.12,13.16,0.0,0.99
2022-05-09,1.3476360492514303,0.17,8.23,0.34,0.85
2022-05-10,1.1222367107788809,0.24,25.73,0.3,0.14
2022-05-11,7.603377677209096,0.43,20.75,0.0,-1.66
2022-05-12,2.1140493190398124,0.22,19.69,0.04,1.9
2022-05-13,1.1209832470883534,1.26,31.48,0.15,0.9
2022-05-14,1.22090841729523,0.11,36.65,0.11,-0.17
2022-05-15,2.191975525117729,1.41,13.17,0.11,-0.17
2022-05-16,2.469824039199831,0.84,11.22,1.01,-0.05
2022-05-17,0.6181035131434449,1.04,29.29,1.11,-0.51
2022-05-18,4.317217186520867,0.78,28.35,0.04,-0.49
2022-05-19,0.5042412700934659,0.17,25.29,0.04,-0.3
2022-05-20,1.3117205681235562,0.26,33.64,0.17,0.57
2022-05-21,0.5107241248649165,0.3,34.74,0.09,-3.34
2022-05-22,0.4965022101225798,0.91,22.4,0.36,-1.22
2022-05-23,0.0321172890525787,1.08,8.66,0.22,-1.19
2022-05-24,0.978116787350337,1.25,52.07,0.43,-4.95
2022-05-25,1.5788579655568675,0.87,23.87,0.34,-6.57
2022-05-26,4.3058606848303285,0.78,28.18,0.18,-7.36
2022-05-27,1.2498792246936614,1.23,25.38,0.0,-6.21
2022-05-28,0.593642980901695,1.12,37.28,0.17,-8.01
2022-05-29,0.8436468987195708,12.77,28.82,0.47,-10.26
2022-05-30,0.0755504466156561,0.14,43.74,0.0,-10.11
2022-05-31,2.1431629881748133,0.26,19.6,0.23,-8.6
2022-06-01,3.484525039608384,0.59,25.68,0.1,-8.98
2022-06-02,0.5024084254306882,1.85,26.63,0.05,-0.02
2022-06-03,2.486051755655526,0.55,29.34,0.07,-0.12
2022-06-04,0.2477794327191299,1.19,26.99,0.45,10.49
2022-06-05,1.7015395786091645,0.65,7.39,0.14,12.54
2022-06-06,0.2424912541891349,0.19,11.8,0.0,17.22
2022-06-07,2.2994413166999683,1.28,23.13,0.05,5.52
2022-06-08,0.1293103628460873,0.17,22.13,0.04,5.75
2022-06-09,1.2004431402956917,0.48,39.55,0.03,-0.67
2022-06-10,2.4809815281905614,0.31,29.48,0.03,-5.18
2022-06-11,2.3719047645861573,0.41,17.71,0.03,-6.3
2022-06-12,0.830715713004566,0.0,8.93,0.0,-7.64
2022-06-13,0.7481025615513786,0.3,17.37,0.15,-7.69
2022-06-14,1.5989681104346904,0.52,29.23,0.0,0.41
2022-06-15,0.6806481431784932,0.4,32.5,0.09,0.56
2022-06-16,1.4985620863493154,0.68,26.5,0.14,0.81
2022-06-17,1.871246941696146,0.08,19.75,0.05,1.49
2022-06-18,1.5942236611196865,1.07,29.82,0.14,3.82
2022-06-19,0.0701163803024973,5.94,16.2,0.0,7.84
2022-06-20,1.2855000953305231,3.37,8.89,0.58,6.39
2022-06-21,2.422389321111277,0.82,26.7,0.35,7.33
2022-06-22,1.728043000095591,5.95,29.3,1.25,9.24
2022-06-23,3.180328197770356,0.35,33.38,0.05,9.34
2022-06-24,1.0535654960333756,0.5,29.3,0.21,3.78
2022-06-25,0.2078912446736486,1.09,33.33,1.13,2.72
2022-06-26,0.2787206389947095,0.26,8.14,0.13,0.69
2022-06-27,1.9350323750313607,0.37,2.22,0.37,-0.74
2022-06-28,1.9780115167769536,0.22,22.21,0.0,-0.14
2022-06-29,4.709390374246563,0.35,17.75,0.02,-1.37
2022-06-30,0.8072477566242374,0.44,29.16,0.04,-2.25
2022-07-01,0.7196629032039692,0.65,46.0,0.16,-2.25
2022-07-02,0.7785718566588339,4.66,25.71,0.19,-3.56
2022-07-03,0.8194833438460164,0.42,7.76,0.0,-3.67
2022-07-04,0.8438044399460286,0.54,31.37,0.27,-5.85
2022-07-05,0.850985133251942,0.48,38.21,0.12,-4.97
2022-07-06,0.8404365198391831,0.52,27.93,0.0,-7.87
