Fecha,Vol. Futuros,TRM,Precio Interno,VIX,EMV-ID,EPU
2010-09-27,2.340297399848952,1809.46,746375.0,22.54,0.0,250.43
2010-09-28,3.610305890673044,1802.15,765875.0,22.6,0.0,193.93
2010-09-29,1.7080746197629335,1804.06,751500.0,23.25,0.0,204.22
2010-09-30,1.4642344031623264,1799.89,746250.0,23.7,0.3,153.17
2010-10-01,1.0709974676877565,1801.01,737250.0,22.5,0.0,174.77
2010-10-02,2.443402122765481,1795.93,737250.0,22.676063900116752,0.0,183.29
2010-10-03,2.413039854061479,1795.93,737250.0,23.643428359803814,0.0,278.7
2010-10-04,0.0087708649683648,1795.93,710000.0,23.53,0.63,201.85
2010-10-05,2.5752496102414764,1802.09,718375.0,21.76,1.49,167.29
2010-10-06,0.8225829959387856,1802.43,709750.0,21.49,0.0,146.65
2010-10-07,1.2034529198682649,1796.29,707000.0,21.56,0.0,155.11
2010-10-08,4.894115003881412,1786.2,736500.0,20.71,0.0,213.44
2010-10-09,0.6331395582576933,1786.37,736500.0,19.82837290238236,0.53,210.06
2010-10-10,2.4159959195968,1786.37,736500.0,19.233080557240253,0.0,310.53
2010-10-11,0.1573375371763031,1786.37,725000.0,18.96,0.0,255.23
2010-10-12,3.8703883889241286,1786.37,743250.0,18.93,0.47,206.01
2010-10-13,0.2420331960065893,1786.77,741250.0,19.07,0.0,157.99
2010-10-14,0.775923625339835,1791.56,750125.0,19.88,0.0,402.91
2010-10-15,0.641713432063343,1801.2,741875.0,19.03,0.0,185.5
2010-10-16,1.1100194893862725,1807.88,741875.0,18.11753575252023,0.0,171.19
2010-10-17,0.417340755658235,1807.88,741875.0,18.021758931991066,0.46,344.92
2010-10-18,1.097252055105439,1807.88,735125.0,19.09,1.77,268.65
2010-10-19,2.8155910379601785,1807.88,751500.0,20.63,0.91,203.27
2010-10-20,3.0184156565810656,1817.45,763500.0,19.79,0.0,206.51
2010-10-21,2.1371020761563133,1812.6,778875.0,19.27,0.0,217.01
2010-10-22,1.075413640537611,1816.28,772375.0,18.78,0.36,161.12
2010-10-23,0.5913994518504199,1823.05,772375.0,18.82810407881047,0.53,184.92
2010-10-24,0.5097664158393547,1823.05,772375.0,19.319081544858918,0.46,340.12
2010-10-25,0.9079805453034856,1823.05,780000.0,19.85,1.17,350.64
2010-10-26,0.6215060403434192,1830.96,790000.0,20.22,0.44,265.05
2010-10-27,0.7213064478285514,1838.45,780000.0,20.71,0.0,163.49
2010-10-28,1.864503495870644,1846.41,763000.0,20.88,0.56,195.22
2010-10-29,3.424906673463277,1839.9,792375.0,21.2,0.0,239.21
2010-10-30,0.4488821955302723,1831.64,792375.0,21.460538275898582,0.0,249.82
2010-10-31,2.185679030478402,1831.64,792375.0,21.638195801017414,1.36,298.32
2010-11-01,1.130157592164647,1831.64,781000.0,21.83,0.59,204.39
2010-11-02,0.8562127351166793,1831.64,784000.0,21.57,0.44,274.36
2010-11-03,1.6433184872176403,1845.51,760000.0,19.56,0.0,317.26
2010-11-04,4.802515074438768,1840.51,790000.0,18.52,0.3,273.42
2010-11-05,0.3163404511754136,1821.05,783375.0,18.26,0.0,229.76
